time_sec,pN_fused,pE_fused,vN_fused,vE_fused,pN_ins,pE_ins,vN_ins,vE_ins
1652274610.8789835,1.9389107467280953,0.09869665280376158,0.9309332173220266,-0.02114867544737905,1.9389107467280953,0.09869665280376158,0.9309332173220266,-0.02114867544737905
1652274610.8819835,1.941746850319275,0.09863388535758538,0.9597621752961032,-0.020695395996566633,1.941746850319275,0.09863388535758538,0.9597621752961032,-0.020695395996566633
1652274610.884981,1.8466356623759284,0.10095486348144493,-0.002133853008244091,0.0038433296277947115,1.9446666424772971,0.0985725506052713,0.988553184675621,-0.0202319829284207
1652274610.887981,1.8466724305562008,0.10096707544865818,0.026645450275898423,0.0042978081701026336,1.9476755351745916,0.0985125350939959,1.0173324879597636,-0.01977750438611278
1652274610.8909779,1.846795368342177,0.10098066627276063,0.055395333267157426,0.004771835060473367,1.95076755408701,0.09845397239896987,1.0460823709510225,-0.019303477495742044
1652274610.8939776,1.8470047001116126,0.10099572322900942,0.0841681117503783,0.0052667782432967904,1.953948756757586,0.09839680804001001,1.0748551494342433,-0.01880853431291862
1652274610.896975,1.8473000471369518,0.10101223726631155,0.11291069209849111,0.005752688482256968,1.957213438525249,0.09834116239490365,1.103597729782356,-0.018322624073958443
1652274610.8999748,1.8476818686328196,0.1010302820682466,0.14165326390647928,0.006277949435271445,1.9605671309222572,0.09828698588163007,1.1323403015903442,-0.017797363120943963
1652274610.9029717,1.848149415296306,0.101049933255141,0.17035735439774646,0.0068359907383414185,1.964003758712186,0.098234483549396,1.1610443920816114,-0.01723932181787399
1652274610.9059718,1.8487036005960782,0.10107126712143258,0.19909163053863468,0.007386283380868492,1.96753006852898,0.09818358993719893,1.1897786682224996,-0.016689029175346915
1652274610.908969,1.8493433181816257,0.10109432055875102,0.2278148046787305,0.00799810024006966,1.9711388672409698,0.09813448985538889,1.2185018423625953,-0.01607721231614575
1652274610.9119687,1.850069859066002,0.10111927014587123,0.25657678596736183,0.008636022423921443,1.9748372790264865,0.09808721812730047,1.2472638236512266,-0.015439290132293965
1652274610.9149654,1.850881844448402,0.1011461728171946,0.28533640384980286,0.009318626449625576,1.978618091919447,0.09804197344277536,1.2760234415336675,-0.014756686106589832
1652274610.9179654,1.8517811368804107,0.10117523678447103,0.31417909449192516,0.01005693838928554,1.9824895088684775,0.09799880993156315,1.3048661321757897,-0.01401837416692987
1652274610.9209623,1.8527660106173311,0.10120647116965294,0.3430623909177694,0.010786884471713781,1.9864434637318402,0.09795789079761659,1.333749428601634,-0.013288428084501628
1652274610.923962,1.8538385079212714,0.10123990064197004,0.37198157452287434,0.0115008568218051,1.9904878319369208,0.09791909895472506,1.362668612206739,-0.012574455734410309
1652274610.9269595,1.8549967428132912,0.10127541296282262,0.40088399550670906,0.01219576144440914,1.9946154015712647,0.09788245159316915,1.3915710331905737,-0.011879551111806268
1652274610.9299595,1.8562427741957017,0.10131291050971074,0.4297858718098322,0.012802069860608256,1.9988335574706972,0.09784772166156862,1.420472909493697,-0.011273242695607153
1652274610.9329627,1.8575769166631948,0.10135227067477712,0.4587136616732045,0.013410639165141784,2.003142867845792,0.09781478038878617,1.4494006993570692,-0.010664673391073624
1652274610.9359627,1.858996433497687,0.10139339144757845,0.4876107064016886,0.014002624552784214,2.0075345091973062,0.09778367368309886,1.4782977440855531,-0.010072688003431194
1652274610.9389603,1.8605012816343864,0.10143623591561662,0.5164567688707233,0.014584138326046436,2.012008945692211,0.09775435230544853,1.507143806554588,-0.009491174230168972
